"source_system","source_path","target_path","classification","confidence","reason","target_conflict","current_indexable","evidence_date"
"supabase-legacy-route","/intl/de-AT/p153-sherpa-jacket","/intl/de-AT/p154-sherpa-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p154-technical-shell-jacket","/intl/de-AT/p155-technical-shell-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p155-cargo-pants","/intl/de-AT/p156-cargo-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p156-parachute-pants","/intl/de-AT/p157-parachute-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p157-jogger-pants","/intl/de-AT/p158-jogger-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p158-sweatpants","/intl/de-AT/p159-sweatpants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p159-wide-leg-pants","/intl/de-AT/p160-wide-leg-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p160-cargo-shorts","/intl/de-AT/p161-cargo-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p161-sweat-shorts","/intl/de-AT/p162-sweat-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p162-tech-fleece-tracksuit","/intl/de-AT/p163-tech-fleece-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p163-track-pants","/intl/de-AT/p164-track-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p164-utility-shorts","/intl/de-AT/p165-utility-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p165-oversized-hoodie-jogger-set","/intl/de-AT/p166-oversized-hoodie-jogger-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p166-zip-hoodie-jogger-set","/intl/de-AT/p167-zip-hoodie-jogger-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p167-sweatshirt-jogger-set","/intl/de-AT/p168-sweatshirt-jogger-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p168-streetwear-tracksuit","/intl/de-AT/p169-streetwear-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p169-cargo-tracksuit","/intl/de-AT/p170-cargo-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p170-techwear-set","/intl/de-AT/p171-techwear-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p171-summer-t-shirt-shorts-set","/intl/de-AT/p172-summer-t-shirt-shorts-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p172-womens-oversized-t-shirt","/intl/de-AT/p173-womens-oversized-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p173-womens-cropped-t-shirt","/intl/de-AT/p174-womens-cropped-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p174-womens-oversized-hoodie","/intl/de-AT/p175-womens-oversized-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p175-womens-cargo-pants","/intl/de-AT/p176-womens-cargo-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p176-womens-parachute-pants","/intl/de-AT/p177-womens-parachute-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p177-womens-cropped-hoodie","/intl/de-AT/p178-womens-cropped-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p178-womens-cargo-shorts","/intl/de-AT/p179-womens-cargo-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p179-womens-streetwear-tracksuit","/intl/de-AT/p180-womens-streetwear-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p180-casual-button-up-shirt","/intl/de-AT/p181-casual-button-up-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p181-essential-crewneck-t-shirt","/intl/de-AT/p182-essential-crewneck-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p182-essential-v-neck-t-shirt","/intl/de-AT/p183-essential-v-neck-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p183-henley-short-sleeve-shirt","/intl/de-AT/p184-henley-short-sleeve-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p184-henley-long-sleeve-shirt","/intl/de-AT/p185-henley-long-sleeve-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p185-premium-polo-shirt","/intl/de-AT/p186-mens-premium-polo-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p186-cotton-chino-shorts","/intl/de-AT/p187-cotton-chino-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p187-casual-chino-pants","/intl/de-AT/p188-casual-chino-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p188-lounge-shorts","/intl/de-AT/p189-lounge-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p189-casual-jogger","/intl/de-AT/p190-casual-jogger","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p190-womens-relaxed-t-shirt","/intl/de-AT/p191-womens-relaxed-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p191-womens-long-sleeve-top","/intl/de-AT/p192-womens-long-sleeve-top","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p192-womens-casual-blouse","/intl/de-AT/p193-womens-casual-blouse","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p193-womens-polo-shirt","/intl/de-AT/p194-womens-polo-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p194-womens-lounge-pants","/intl/de-AT/p195-womens-lounge-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p195-womens-lounge-shorts","/intl/de-AT/p196-womens-lounge-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p196-womens-casual-jogger","/intl/de-AT/p197-womens-casual-jogger","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p197-womens-relaxed-set","/intl/de-AT/p198-womens-relaxed-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p198-womens-lightwear-cardigan","/intl/de-AT/p199-womens-lightwear-cardigan","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p199-womens-casual-zip-jacket","/intl/de-AT/p200-womens-casual-zip-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p200-unisex-crewneck-t-shirt","/intl/de-AT/p201-unisex-crewneck-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p201-unisex-pullover-sweatshirt","/intl/de-AT/p202-unisex-pullover-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p202-unisex-zip-sweatshirt","/intl/de-AT/p203-unisex-zip-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p203-unisex-lightweight-hoodie","/intl/de-AT/p204-unisex-lightweight-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p204-unisex-lounge-set","/intl/de-AT/p205-unisex-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p205-unisex-fleece-jacket","/intl/de-AT/p206-unisex-fleece-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p206-unisex-casual-tracksuit","/intl/de-AT/p207-unisex-casual-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p207-unisex-oversized-t-shirt","/intl/de-AT/p208-unisex-oversized-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p208-kids-basic-t-shirt","/intl/de-AT/p209-kids-basic-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p209-kids-polo-shirt","/intl/de-AT/p210-kids-polo-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p210-kids-hoodie","/intl/de-AT/p211-kids-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p211-kids-sweatshirt","/intl/de-AT/p212-kids-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p212-kids-jogger","/intl/de-AT/p213-kids-jogger","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p213-kids-lounge-set","/intl/de-AT/p214-kids-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p214-kids-casual-tracksuit","/intl/de-AT/p215-kids-casual-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p215-mens-cotton-pajama-set","/intl/de-AT/p216-mens-cotton-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p216-mens-flannel-pajama-set","/intl/de-AT/p217-mens-flannel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p217-mens-satin-pajama-set","/intl/de-AT/p218-mens-satin-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p218-mens-silk-pajama-set","/intl/de-AT/p219-mens-silk-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p219-mens-night-suit","/intl/de-AT/p220-mens-night-suit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p220-mens-sleep-t-shirt","/intl/de-AT/p221-mens-sleep-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p221-mens-sleep-pants","/intl/de-AT/p222-mens-sleep-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p222-mens-lounge-set","/intl/de-AT/p223-mens-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p223-mens-sleep-robe","/intl/de-AT/p224-mens-sleep-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p224-mens-thermal-sleep-set","/intl/de-AT/p225-mens-thermal-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p225-womens-cotton-pajama-set","/intl/de-AT/p226-womens-cotton-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p226-womens-satin-pajama-set","/intl/de-AT/p227-womens-satin-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p227-womens-silk-pajama-set","/intl/de-AT/p228-womens-silk-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p228-womens-flannel-pajama-set","/intl/de-AT/p229-womens-flannel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p229-womens-modal-pajama-set","/intl/de-AT/p230-womens-modal-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p230-womens-nightgown","/intl/de-AT/p231-womens-nightgown","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p231-womens-sleep-shirt","/intl/de-AT/p232-womens-sleep-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p232-womens-oversized-sleep-t-shirt","/intl/de-AT/p233-womens-oversized-sleep-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p233-womens-camisole-short-set","/intl/de-AT/p234-womens-camisole-short-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p234-womens-long-lounge-set","/intl/de-AT/p235-womens-long-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p235-womens-satin-robe","/intl/de-AT/p236-womens-satin-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p236-womens-plush-robe","/intl/de-AT/p237-womens-plush-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p237-womens-lace-trim-night-dress","/intl/de-AT/p238-womens-lace-trim-night-dress","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p238-womens-button-down-sleep-set","/intl/de-AT/p239-womens-button-down-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p239-womens-thermal-sleep-set","/intl/de-AT/p240-womens-thermal-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p240-boys-pajama-set","/intl/de-AT/p241-boys-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p241-girls-pajama-set","/intl/de-AT/p242-girls-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p242-kids-printed-pajama-set","/intl/de-AT/p243-kids-printed-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p243-kids-flannel-pajama-set","/intl/de-AT/p244-kids-flannel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p244-kids-fleece-sleep-set","/intl/de-AT/p245-kids-fleece-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p245-kids-onesie","/intl/de-AT/p246-kids-onesie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p246-kids-sleep-robe","/intl/de-AT/p247-kids-sleep-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p247-kids-thermal-sleep-set","/intl/de-AT/p248-kids-thermal-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p248-hotel-bathrobe","/intl/de-AT/p249-hotel-bathrobe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p249-spa-robe","/intl/de-AT/p250-spa-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p250-waffle-robe","/intl/de-AT/p251-waffle-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p251-luxury-guest-sleepwear-set","/intl/de-AT/p252-luxury-guest-sleepwear-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p252-hospitality-slipper-set","/intl/de-AT/p253-hospitality-slipper-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p253-hotel-pajama-set","/intl/de-AT/p254-hotel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-AT/p254-resort-lounge-set","/intl/de-AT/p255-resort-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p135-oversized-t-shirt","/intl/de-CH/p136-oversized-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p136-heavyweight-t-shirt","/intl/de-CH/p137-heavyweight-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p137-long-sleeve-t-shirt","/intl/de-CH/p138-long-sleeve-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p138-graphic-t-shirt","/intl/de-CH/p139-graphic-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p139-oversized-pullover-hoodie","/intl/de-CH/p140-oversized-pullover-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p140-premium-zip-hoodie","/intl/de-CH/p141-premium-zip-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p141-cropped-hoodie","/intl/de-CH/p142-cropped-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p142-heavyweight-sweatshirt","/intl/de-CH/p143-heavyweight-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p143-crewneck-sweatshirt","/intl/de-CH/p144-crewneck-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p144-premium-polo-shirt","/intl/de-CH/p145-streetwear-premium-polo-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p145-streetwear-shirt","/intl/de-CH/p146-streetwear-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p146-overshirt","/intl/de-CH/p147-overshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p147-varsity-jacket","/intl/de-CH/p148-varsity-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p148-coach-jacket","/intl/de-CH/p149-coach-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p149-streetwear-bomber-jacket","/intl/de-CH/p150-streetwear-bomber-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p150-puffer-jacket","/intl/de-CH/p151-puffer-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p151-windbreaker-jacket","/intl/de-CH/p152-windbreaker-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p152-utility-jacket","/intl/de-CH/p153-utility-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p153-sherpa-jacket","/intl/de-CH/p154-sherpa-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p154-technical-shell-jacket","/intl/de-CH/p155-technical-shell-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p155-cargo-pants","/intl/de-CH/p156-cargo-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p156-parachute-pants","/intl/de-CH/p157-parachute-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p157-jogger-pants","/intl/de-CH/p158-jogger-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p158-sweatpants","/intl/de-CH/p159-sweatpants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p159-wide-leg-pants","/intl/de-CH/p160-wide-leg-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p160-cargo-shorts","/intl/de-CH/p161-cargo-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p161-sweat-shorts","/intl/de-CH/p162-sweat-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p162-tech-fleece-tracksuit","/intl/de-CH/p163-tech-fleece-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p163-track-pants","/intl/de-CH/p164-track-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p164-utility-shorts","/intl/de-CH/p165-utility-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p165-oversized-hoodie-jogger-set","/intl/de-CH/p166-oversized-hoodie-jogger-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p166-zip-hoodie-jogger-set","/intl/de-CH/p167-zip-hoodie-jogger-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p167-sweatshirt-jogger-set","/intl/de-CH/p168-sweatshirt-jogger-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p168-streetwear-tracksuit","/intl/de-CH/p169-streetwear-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p169-cargo-tracksuit","/intl/de-CH/p170-cargo-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p170-techwear-set","/intl/de-CH/p171-techwear-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p171-summer-t-shirt-shorts-set","/intl/de-CH/p172-summer-t-shirt-shorts-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p172-womens-oversized-t-shirt","/intl/de-CH/p173-womens-oversized-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p173-womens-cropped-t-shirt","/intl/de-CH/p174-womens-cropped-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p174-womens-oversized-hoodie","/intl/de-CH/p175-womens-oversized-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p175-womens-cargo-pants","/intl/de-CH/p176-womens-cargo-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p176-womens-parachute-pants","/intl/de-CH/p177-womens-parachute-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p177-womens-cropped-hoodie","/intl/de-CH/p178-womens-cropped-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p178-womens-cargo-shorts","/intl/de-CH/p179-womens-cargo-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p179-womens-streetwear-tracksuit","/intl/de-CH/p180-womens-streetwear-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p180-casual-button-up-shirt","/intl/de-CH/p181-casual-button-up-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p181-essential-crewneck-t-shirt","/intl/de-CH/p182-essential-crewneck-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p182-essential-v-neck-t-shirt","/intl/de-CH/p183-essential-v-neck-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p183-henley-short-sleeve-shirt","/intl/de-CH/p184-henley-short-sleeve-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p184-henley-long-sleeve-shirt","/intl/de-CH/p185-henley-long-sleeve-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
